codigo_postal,estado,municipio,ciudad,tipo_asentamiento,asentamiento,clave_oficina
06860,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Vista Alegre,06401
06870,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Paulino Navarro,06401
06880,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Algarin,06401
06890,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Ampliación Asturias,06401
06900,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Nonoalco Tlatelolco,06401
06920,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,San Simón Tolnáhuac,06401
07000,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Aragón la Villa,07001
07010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Rosas del Tepeyac,07001
07010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santa Isabel Tola,07001
07010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tepetates,07001
07020,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tepeyac Insurgentes,07001
07040,Ciudad de México,Gustavo A. Madero,Ciudad de México,Pueblo,Santiago Atzacoalco,07001
07050,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Villa Gustavo A. Madero,07001
07058,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,15 de Agosto,07001
07060,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Estanzuela,07001
07069,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Triunfo de La República,07001
07070,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Cruz,07001
07070,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Dinamita,07001
07070,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Martín Carrera,07001
07080,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Gabriel Hernández,07001
07089,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Gabriel Hernández,07001
07090,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,C.T.M. Atzacoalco,07001
07090,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,C.T.M. El Risco,07001
07100,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cuautepec Barrio Alto,07201
07100,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Miguel,07201
07109,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Antonio,07201
07110,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lomas de Cuautepec,07201
07119,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Malacates,07201
07119,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Malacates,07201
07130,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Compositores Mexicanos,07201
07130,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,El Tepetatal,07201
07140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Arboledas,07201
07140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Arboledas,07201
07140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Forestal,07201
07140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Forestal I,07201
07144,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Forestal II,07201
07144,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Lengüeta,07201
07149,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Parque Metropolitano,07201
07150,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Juventino Rosas,07201
07150,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Casilda,07201
07160,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Loma La Palma,07201
07164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Luis Donaldo Colosio,07201
07164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tlacaélel,07201
07164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Graciano Sánchez,07201
07164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Prados de Cuautepec,07201
07170,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Palmatitla,07201
07180,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cocoyotes,07201
07180,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,General Felipe Berriozabal,07201
07509,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Pradera II Sección,07501
07510,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Felipe de Jesús,07501
07520,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,25 de Julio,07501
07530,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Campestre Aragón,07501
07540,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Esmeralda,07501
07550,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Providencia,07501
07560,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Providencia,07501
07570,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Villa de Aragón,07501
07580,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Casas Alemán,07501
07600,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Progreso Nacional,07001
07620,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santa Rosa,07001
07630,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San José de la Escalera,07001
07640,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santiago Atepetlac,07001
07650,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Progreso Nacional,07001
07670,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Proletaria,07001
07680,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Guadalupe Proletaria,07001
07700,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Nueva Industrial Vallejo,07001
07707,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Siete Maravillas,07001
07708,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Torres Lindavista,07001
07720,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Vallejo I Sección,07001
07730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Churubusco Tepeyac,07051
07730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Montevideo,07051
07730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Bartolo Atepehuacan,07051
07739,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Planetario Lindavista,07051
07740,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Valle del Tepeyac,07051
07750,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Nueva Vallejo,07001
07754,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Vallejo III Sección,07001
07755,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Vallejo II Sección,07001
07760,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Magdalena de las Salinas,07001
07770,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Panamericana,07001
07770,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Panamericana,07001
07780,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Defensores de La República,07001
07780,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Héroe de Nacozari,07001
07790,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Victoria,07001
07790,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Vallejo Poniente,07001
07800,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Industrial,07001
07810,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Estrella,07001
07820,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Aragón Inguarán,07001
07820,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tres Estrellas,07001
07830,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Gertrudis Sánchez 1a Sección,07001
07838,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Gertrudis Sánchez 3a Sección,07001
07839,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Gertrudis Sánchez 2a Sección,07001
07840,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Tepeyac,07001
07840,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,7 de Noviembre,07001
07850,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Bondojito,07001
07850,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Faja de Oro,07001
07858,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Emiliano Zapata,07001
07859,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Mártires de Río Blanco,07001
07860,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Joyita,07001
07860,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tablas de San Agustín,07001
07869,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Belisario Domínguez,07001
07870,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Insurgentes,07001
07870,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Vallejo,07001
07880,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Mártires de Río Blanco,07001
07889,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Emiliano Zapata,07001
07890,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cuchilla La Joya,07001
01220,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Estrella,01401
01230,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Campo de Tiro los Gamitos,01401
01230,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Los Gamitos,01401
01230,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Tlapechico,01401
01230,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Piru Santa Fe,01401
01230,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Piru 2a Ampliación,01401
01239,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Huerta,01401
01240,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Pueblo Nuevo,01401
01250,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Árbol,01401
01250,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ladera,01401
01250,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de Nuevo México,01401
01250,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Margarita Maza de Juárez,01401
01250,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Tecolalco,01401
01259,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ampliación La Cebada,01401
01259,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Mexicana 2a Ampliación,01401
01260,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Calzada Jalalpa,01401
01260,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Mexicana,01401
01260,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ampliación La Mexicana,01401
01260,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Palmita,01401
01260,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Liberación Proletaria,01401
01269,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,1a Sección Cañada,01401
01269,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,2a Sección Cañada,01401
01270,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Tejocote,01401
01270,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Presa,01401
01270,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Golondrinas,01401
01270,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Golondrinas 1a Sección,01401
01270,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Golondrinas 2a Sección,01401
01270,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de Capula,01401
01275,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Villa Solidaridad,01401
01276,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Pirul,01401
01278,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Desarrollo Urbano,01401
01279,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de Becerra,01401
01280,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Arvide,01401
01280,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Pocito,01401
01280,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Francisco Villa,01401
01280,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Joya,01401
01285,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Rodeo,01401
01289,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Reacomodo El Cuernito,01401
01290,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Piloto Adolfo López Mateos,01401
01290,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Presidentes,01401
01296,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Jalalpa Tepito 2a Ampliación,01401
01296,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ampliación Jalalpa,01401
01296,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Jalalpa Tepito,01401
01298,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ampliación Piloto Adolfo López Mateos,01401
01299,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,1a Ampliación Presidentes,01401
01299,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,2a Ampliación Presidentes,01401
01310,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,San Gabriel,01401
01320,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Carlos A. Madrazo,01401
01330,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Paseo de las Lomas,01401
01340,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Bejero del Pueblo Santa Fe,01401
01376,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Santa Fe,01401
01376,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Santa Fe Peña Blanca,01401
01376,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Santa Fe La Loma,01401
01376,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Santa Fe Centro Ciudad,01401
01377,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Jalalpa El Grande,01401
04040,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Parque San Andrés,03501
04100,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Del Carmen,03501
04120,Ciudad de México,Coyoacán,Ciudad de México,Colonia,San Diego Churubusco,03501
04120,Ciudad de México,Coyoacán,Ciudad de México,Colonia,San Mateo,03501
04200,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Campestre Churubusco,04831
04210,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Churubusco Country Club,04831
04230,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Prado Churubusco,04831
04240,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Hermosillo,04831
04250,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Paseos de Taxqueña,04831
04260,Ciudad de México,Coyoacán,Ciudad de México,Barrio,San Francisco Culhuacán Barrio de San Francisco,04831
04260,Ciudad de México,Coyoacán,Ciudad de México,Barrio,San Francisco Culhuacán Barrio de La Magdalena,04831
04260,Ciudad de México,Coyoacán,Ciudad de México,Barrio,San Francisco Culhuacán Barrio de Santa Ana,04831
04260,Ciudad de México,Coyoacán,Ciudad de México,Barrio,San Francisco Culhuacán Barrio de San Juan,04831
04300,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Ajusco,04831
04310,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Romero de Terreros,04831
04318,Ciudad de México,Coyoacán,Ciudad de México,Barrio,Oxtopulco Universidad,04831
04320,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Cuadrante de San Francisco,04831
04320,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Pedregal de San Francisco,04831
04330,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Rosedal,04331
04330,Ciudad de México,Coyoacán,Ciudad de México,Pueblo,Los Reyes,04331
04330,Ciudad de México,Coyoacán,Ciudad de México,Barrio,Del Niño Jesús,04331
04340,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Copilco El Bajo,04831
04360,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Copilco El Alto,04831
04360,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Copilco Universidad,04831
04369,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Pedregal de Santo Domingo,04831
04370,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Atlántida,04831
04370,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Ciudad Jardín,04831
04380,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Rosario,04831
04380,Ciudad de México,Coyoacán,Ciudad de México,Pueblo,La Candelaria,04831
04390,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Huayamilpas,04831
04390,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Estudiantes de 1968,04831
04400,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Educación,04831
04410,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Petrolera Taxqueña,04831
04420,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Ex-Ejido de San Francisco Culhuacán,04831
04440,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección V,04831
04440,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección II,04831
04440,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección I,04831
04450,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Centinela,04831
04460,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Avante,04831
04470,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Presidentes Ejidales 1a Sección,04831
04470,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Presidentes Ejidales 2a Sección,04831
04480,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección VI,04831
04480,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección III,04831
04480,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM CROC,04831
04480,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección X-A,04831
04489,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección VII,04831
04490,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección Piloto,04831
04490,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Canal Nacional,04831
04500,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Jardines del Pedregal de San Ángel,14391
04510,Ciudad de México,Coyoacán,Ciudad de México,Equipamiento,Universidad Nacional Autónoma de México,04831
04519,Ciudad de México,Coyoacán,Ciudad de México,Colonia,La Otra Banda,04831
04530,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Insurgentes Cuicuilco,14391
04600,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Pedregal de Santa Úrsula,14391
04610,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Xotepingo,04831
04620,Ciudad de México,Coyoacán,Ciudad de México,Pueblo,San Pablo Tepetlapa,04831
04630,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Adolfo Ruiz Cortínes,04831
13600,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Bartolomé,13611
13610,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Los Reyes,13611
13625,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santa Cruz,13611
13630,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Agustín,13611
13640,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Miguel,13611
13700,Ciudad de México,Tláhuac,Ciudad de México,Pueblo,San Nicolás Tetelco,13611
13700,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Tepantitlamilco,13611
14000,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlalpan Centro,14091
14000,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlalpan,14091
14010,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Parque del Pedregal,14091
14020,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Villa Olímpica,14091
14030,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Isidro Fabela,14091
14039,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ampliación Isidro Fabela,14091
14040,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cantera Puente de Piedra,14091
14040,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pueblo Quieto,14091
14049,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Comuneros de Santa Úrsula,14091
14050,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Toriello Guerra,14091
14060,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Peña Pobre,14091
14070,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rómulo Sánchez Mireles,14091
14070,Ciudad de México,Tlalpan,Ciudad de México,Barrio,San Fernando,14091
14070,Ciudad de México,Tlalpan,Ciudad de México,Colonia,San Pedro Apóstol,14091
14080,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Belisario Domínguez Sección XVI,14091
14080,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Del Niño Jesús,14091
14090,Ciudad de México,Tlalpan,Ciudad de México,Colonia,La Joya,14091
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 1A Sección,14201
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 2A Sección,14201
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 3A Sección,14201
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 4A Sección,14201
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 5ª Sección,14201
14108,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Chichicaspatl,14201
14110,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ampliación Fuentes del Pedregal,14201
14120,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rincón del Pedregal,14201
14140,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Fuentes del Pedregal,14201
14150,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas del Pedregal Framboyanes,14201
14160,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Popular Santa Teresa,14201
14200,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Héroes de Padierna,14201
14200,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Jardines del Ajusco,14201
14208,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Colinas del Ajusco,14201
14209,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Torres de Padierna,14201
14210,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Jardines en la Montaña,14201
14219,Ciudad de México,Tlalpan,Ciudad de México,Equipamiento,Six Flags (Reino Aventura),14201
14219,Ciudad de México,Tlalpan,Ciudad de México,Equipamiento,Parque Nacional Bosque del Pedregal,14201
14220,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cuchilla de Padierna,14201
14220,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas del Pedregal,14201
14230,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cultura Maya,14201
14239,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Los Encinos,14201
14240,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas de Padierna,14201
14240,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas Hidalgo,14201
14248,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cruz del Farol,14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 2A Sección,14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 3A Sección,14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 4A Sección,14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo,14201
14260,Ciudad de México,Tlalpan,Ciudad de México,Barrio,El Capulín,14201
14260,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 1A Sección,14201
14266,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Zacayucan Peña Pobre,14201
14267,Ciudad de México,Tlalpan,Ciudad de México,Barrio,De Caramagüey,14201
14268,Ciudad de México,Tlalpan,Ciudad de México,Barrio,La Lonja,14201
14269,Ciudad de México,Tlalpan,Ciudad de México,Barrio,La Fama,14201
14270,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Primavera,14201
14270,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Verano,14201
14275,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Paraje 38,14201
14300,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Nueva Oriental Coapa,14391
14300,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Residencial Acoxpa,14391
14300,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Residencial Miramontes,14391
14308,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ex Hacienda Coapa,14391
14310,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Belisario Domínguez,14391
14310,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Floresta Coyoacán,14391
14320,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Vergel Coapa,14391
14325,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rinconada Coapa 2A Sección,14391
14326,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tenorios,14391
14330,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Granjas Coapa,14391
14330,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rinconada Coapa 1A Sección,14391
14340,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Vergel de Coyoacán,14391
14340,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Vergel del Sur,14391
14350,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Prado Coapa 1A Sección,14391
14357,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Prado Coapa 2A Sección,14391
14357,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Prado Coapa 3A Sección,14391
14360,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Magisterial,14391
14360,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Magisterial Coapa,14391
14370,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Residencial Chimali,14391
14370,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,San Lorenzo Huipulco,14391
14370,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Villa Lázaro Cárdenas,14391
